1.858558,0.12382454,7
0.66088915,0.51757073,6
0.54960454,0.35752997,6
0.95447177,0.39895532,5
0.8314797,0.7626084,6
-0.6848164,3.627171,2
1.3232409,0.7171774,5
2.8777823,1.1566831,7
1.5135006,0.65596664,5
-0.53094226,1.965285,1
-0.19595213,2.265793,1
-1.1417347,1.1951504,1
0.059734553,0.85868907,1
1.5353017,0.27254787,3
1.9980069,0.49918476,3
2.0108979,0.2635244,7
1.5275754,0.04921507,3
-0.52514434,1.6225642,1
1.3063531,3.7218513,1
-0.1921661,2.0767744,1
1.5904559,0.023829833,3
1.2277414,0.65827656,5
1.1672019,0.21433507,5
-0.12879689,2.0476184,1
0.4431895,1.2609223,4
0.658565,0.6640365,6
1.007207,1.7703115,1
-0.16363157,0.94710314,4
2.073633,0.27198312,7
1.5815257,0.7563288,5
0.96897596,0.26401424,5
-0.082283214,2.9943433,2
1.4986776,0.42037874,3
1.0361198,0.5314672,5
0.9343075,0.35054603,5
1.6766211,0.58378196,3
1.9578289,0.24299258,7
0.7841224,0.87161314,6
0.6500924,1.4190072,4
2.0192487,0.32619387,7
2.2295415,0.47633833,7
2.018612,0.27639264,7
-0.38552976,0.5809535,1
0.92970073,0.30968022,5
0.5690975,0.42935935,6
0.31097537,1.4862249,4
0.23277302,0.9459022,1
-0.5216445,0.34588727,1
0.15249841,1.803126,1
0.58305246,0.37067404,6
-0.8203314,1.4493517,1
1.4352624,0.17257701,3
0.65081686,0.58242977,6
1.3771502,0.41660005,5
0.29872012,0.26470223,6
1.2983168,2.1433535,1
1.5487484,0.33247802,3
1.1943644,0.5405704,5
0.024480239,1.16862,4
0.9918993,0.4377482,5
-0.6448774,3.6456413,2
1.4395674,0.5615531,5
1.1733497,0.3361494,5
-0.8117848,3.4808378,2
1.7571179,0.92756844,5
1.071538,0.4087359,5
2.1643417,0.2640945,7
-0.6115476,0.45333034,1
1.8194233,0.30018443,3
0.57397306,0.5414592,6
0.88362104,0.8553122,6
2.0682597,0.3598066,7
0.44045115,1.497984,4
-0.6303353,1.18924,1
1.0316105,0.39875945,5
-1.0372392,2.439323,2
1.4525902,0.22938903,3
0.8131422,0.29889098,5
-0.62870336,1.7566563,1
-0.16393764,3.1887007,2
2.1632566,0.310941,7
1.9894854,0.4284798,3
-0.23474653,2.4959316,2
1.0842963,0.61453736,5
0.6508277,0.4737188,6
-0.9884606,2.5263638,2
0.66505224,0.49528572,6
0.5458763,0.5240785,6
0.53423613,2.8495612,1
2.0907836,0.27523607,7
1.5692455,0.2832708,3
-0.036933616,3.37006,2
0.85679585,0.24099112,5
1.7411833,0.25758952,3
0.5120544,1.3240818,4
-0.98128957,2.2130651,2
0.11260848,4.2918487,2
1.9553536,0.21706378,7
1.8258828,0.18793896,3
0.7095571,0.68988216,6
-0.34387988,2.3191423,1
1.8715678,0.305172,3
-0.03294964,3.0453725,2
0.3181517,1.3247665,4
0.58515865,0.33268481,6
-0.43231875,2.7721434,2
0.61312103,0.6250659,6
2.072391,0.26538026,7
2.0107033,0.30035692,7
0.27841526,1.1973339,4
1.5301745,0.28844735,3
-0.4775175,1.6114141,1
0.14146526,1.2698458,4
-0.27533937,1.7113438,1
2.9622252,5.6760983,2
0.022398755,1.0215982,4
0.70791256,1.081083,1
0.49686474,0.47141272,6
0.19440661,1.0488795,4
0.015343949,1.8583382,1
0.900774,0.23357669,5
0.48221993,1.6582953,4
1.3224956,0.10157931,3
-0.52207416,3.681192,2
0.0004659742,1.6736659,1
2.1078882,0.36094907,7
0.5385869,1.1946216,1
0.3802545,1.5844272,4
0.7963906,1.2247502,1
0.6688439,0.49389955,6
0.4160787,0.36374354,6
1.034113,0.49889526,5
1.7724742,0.2649812,3
-0.5188529,1.2760409,1
0.2573902,2.060513,1
1.3324381,0.4057404,5
0.4488262,1.260579,4
0.52160555,0.3620994,6
0.69433,1.8543321,4
2.8270752,0.9357456,7
0.6795873,0.6395072,6
0.16059542,1.2456902,4
-0.6101535,3.7188396,2
-0.29203516,3.4816515,2
2.0608692,0.31058705,7
1.5338414,0.30024704,3
0.9951344,0.5138041,5
1.621544,0.5534817,3
1.8310571,2.37817,1
0.52577144,0.47813055,6
0.2308803,0.16061814,6
0.86391586,3.7528696,2
0.061050743,0.7749876,1
0.47439134,0.45508808,6
-0.6907084,2.4060469,2
0.59850305,0.6123723,6
-0.5163223,3.6815932,2
-0.31777352,2.1558828,1
0.7081751,1.6073881,4
-0.6383243,3.780707,2
1.7356246,0.19374408,3
1.9963104,0.20263726,7
1.1058569,0.4049798,5
0.46512008,0.35062557,6
0.32557535,0.99587333,1
1.0282986,4.2089787,2
0.63877195,0.623472,6
1.4851681,0.20809413,3
-0.35859603,2.9693027,2
1.4255524,0.5044592,5
1.8148905,0.6850866,3
1.9572483,0.25023246,7
-0.23994847,3.1403508,2
0.9544262,0.48644772,5
1.8290384,0.057918176,7
0.07811241,0.9433867,4
2.34858,0.7768358,7
-0.5465743,3.6655867,2
2.1442888,0.398799,7
0.6565406,0.6508198,6
0.6781522,0.5380659,6
1.075385,0.45771816,5
2.0303314,0.21276125,7
0.041510835,1.2210763,4
1.2078687,0.61355793,5
0.09787722,1.2534475,4
1.0688261,0.50718236,5
-0.10269241,0.8653476,4
0.04826297,0.65116227,1
1.1596944,1.748065,1
0.87467283,0.3417199,5
2.070936,0.32838964,7
0.60693026,0.5067749,6
0.77007526,0.64634585,6
0.81619096,1.6176847,4
0.66872853,0.6474427,6
2.035572,0.31294546,7
-0.3930788,2.3093524,2
0.8472907,0.5690893,6
0.21839152,1.2780423,4
1.5843617,0.40625766,3
-0.44187832,0.2877329,1
-0.55887586,3.5315795,2
-0.33461297,1.9983495,1
1.5916734,0.3059528,3
1.5601202,0.71350956,5
1.6623844,0.4216383,3
1.981284,0.13042402,7
0.10247451,1.2238053,4
0.9134138,0.81620276,6
0.6508434,0.4912498,6
0.53386503,0.348677,6
0.35188156,1.174527,4
-0.123201326,3.5916064,2
0.7110735,0.5274732,6
0.13556196,1.0501324,4
-0.045505032,0.8409165,4
-0.024384767,0.9757155,1
0.2021157,0.9445226,4
0.9511668,0.42102185,5
2.013323,0.32180396,7
0.09457554,1.2905811,4
2.3779755,0.5396162,7
-0.7021046,3.8351474,2
-0.49002784,2.7958045,2
-0.27391607,0.83436704,4
1.2366096,0.66480803,5
0.2818439,0.15036345,6
1.1862692,0.28106678,5
1.78235,0.098388344,7
1.1781672,0.39467132,5
-0.49437636,3.8114457,2
1.2688566,0.46595618,5
0.68695396,1.4541694,1
1.6465353,0.45038527,3
1.940585,0.16282308,7
0.82802236,0.27145296,5
1.402796,0.31861928,3
1.1545615,0.27551106,5
0.7157081,0.6772069,6
0.033080146,1.0091949,4
0.3769266,1.0917698,4
0.7102619,0.60091054,6
0.41893893,1.5498204,4
1.7878045,0.18327647,7
-0.4050448,2.282603,2
-0.8051664,3.6085086,2
1.9294282,0.1546292,7
0.70957667,0.5477263,6
0.73240286,0.57920957,6
-0.7287882,3.059822,2
-0.75105655,1.582077,1
1.9247055,0.05893725,7
1.5561106,0.43282673,3
0.010085627,3.0672374,2
0.9226908,0.3035603,5
1.8477101,0.34954354,3
0.7458206,0.60788906,6
0.63692373,0.50871086,6
0.40802503,0.29133672,6
0.79204893,0.7294419,6
0.64961165,0.58037305,6
0.184669,1.286752,4
-0.13230906,0.9314854,4
1.7802008,3.59067,1
0.7057425,0.54671335,6
-1.0193046,2.4456758,2
0.98835427,0.3861509,5
0.7547142,0.686916,6
1.2530392,0.4422942,5
1.9994031,0.11036193,7
0.3977344,0.32610103,6
1.9210747,0.32882288,3
1.636324,0.8040912,5
1.7811263,0.34434944,3
-0.53271717,3.5432127,2
0.68582815,0.53997123,6
1.3906738,0.51168627,5
-0.0576597,3.0758548,2
0.93763417,0.23392293,5
0.8421139,0.77119076,6
0.98664707,0.87958336,6
1.2635354,0.0992462,3
0.24210773,1.1887923,4
0.22002308,1.3689467,4
-0.12617196,0.79583716,4
-0.85614914,2.1698692,2
0.21907274,1.9165977,1
2.063368,0.6042553,3
-0.24554081,4.076056,2
0.57820034,0.37830874,6
-0.32124847,0.40977475,1
2.1220682,0.40586647,7
1.0612711,0.526688,5
0.40703923,1.5914909,4
1.5592576,0.30493137,3
1.0499523,0.43163177,5
0.5682266,0.65237343,6
-0.51745063,3.7661505,2
0.6947563,0.52402556,6
1.8948824,0.33622968,3
-0.31102425,3.176841,2
1.5486579,0.29271537,3
-0.2386895,3.8499274,2
-0.6677299,3.5663571,2
0.9979307,0.38815412,5
1.766013,0.012005985,7
-0.48313642,1.6762967,1
1.4869121,0.24808563,3
0.6889877,0.5429741,6
-0.0978585,2.4702995,2
0.6459451,0.53796494,6
2.458151,0.5911621,7
0.9818018,0.4390035,5
-0.31834096,1.3863037,1
1.4737034,0.30752084,3
-0.5037296,1.17841,1
0.031944647,1.0522248,4
0.03177981,1.121453,4
-0.08284922,1.179146,4
-0.22955789,1.5621496,1
1.024747,0.49281636,5
1.4247524,0.36812684,3
1.097034,0.4878476,5
1.9453057,0.1889252,7
-0.5395934,3.9571214,2
0.4755038,0.2882236,6
-0.35838664,1.5277523,1
0.02064757,1.1212925,4
0.5512057,0.60641074,6
0.43980873,1.6018143,4
0.5179207,3.25108,1
1.143714,0.18365555,5
1.0426388,0.53497005,5
0.9586713,0.43868545,5
1.9338316,0.26925114,3
0.87501556,0.34606686,5
2.5057764,0.8058851,7
-0.40980095,3.9502397,2
1.5327449,0.3331066,3
2.0544538,0.34146303,7
-0.12773903,0.7119833,4
0.5831829,0.5090003,6
-0.097324386,2.181171,1
0.5965628,0.6269516,6
0.005707875,0.9024267,4
0.09142013,1.2240882,4
0.98767585,0.41212747,5
-1.1711501,2.8913045,2
1.3602077,0.17611639,3
0.7222389,0.61287737,6
1.569743,0.28908685,3
0.28806007,1.0652599,1
-1.105904,2.386304,2
-1.1904929,1.2876801,1
1.6350704,0.4350034,3
1.2201923,0.3169563,5
-0.5563224,2.547017,2
1.4736174,0.61093795,5
0.014124438,3.1657336,2
-0.87983966,2.4559765,2
1.0133712,0.41800326,5
0.80271894,0.7274604,6
1.4205225,0.43784702,5
-0.32011956,2.7560687,2
0.23749529,1.1134595,4
-0.11449094,4.1410627,2
-0.2133419,3.3867764,2
1.8557551,0.5890144,3
-0.44723988,1.4277164,1
0.14175181,1.2911589,4
1.8201073,0.019313455,7
0.8932367,0.39612395,5
-0.68638736,3.2629905,2
0.3566305,0.26762033,6
-0.5658658,2.823141,2
0.7795635,0.23854308,5
2.0183058,0.19147924,7
1.9429756,0.16713922,7
1.7778713,0.22084904,3
0.45889205,0.43948784,6
1.5975583,0.4810071,3
-0.41660684,3.1588502,2
-0.08129616,3.0733411,2
0.52763367,2.0209835,1
0.39155138,0.3308918,6
-0.1000063,3.4933465,2
2.1020782,0.31572485,7
0.5672931,0.4120073,6
1.9717487,0.23670235,7
-0.18201418,1.8124629,1
0.63318235,0.68236995,6
2.0846813,0.29886258,7
2.1398528,0.35810456,7
0.56460166,0.46847317,6
1.979561,0.534804,3
0.44869465,0.47392306,6
-0.26234967,0.95125246,4
-0.76876336,3.4107647,2
1.6170132,0.38858464,3
0.8937768,0.8455603,6
0.47424996,1.2654485,4
0.0330071,1.0628992,4
-0.3923946,3.763202,2
0.59038526,0.5430391,6
-0.3622499,0.43551078,1
0.5343233,0.4934668,6
1.0962782,0.48255017,5
2.3078618,0.6081834,7
-0.14396586,1.0632238,4
-0.16090067,2.5587635,2
0.5491285,0.50053346,6
1.2993485,0.15390486,3
-0.3075853,3.5917988,2
1.9178809,0.26062512,7
-0.16664727,2.7431078,2
-0.43525845,3.9893074,2
1.5147933,0.3347668,3
1.7954384,0.26629642,3
1.9416195,0.4553136,3
-0.009509519,3.1749206,2
1.3722465,0.5327717,5
0.41215527,1.0616775,1
1.3251827,0.50159204,5
0.9433077,0.39950708,5
0.7052207,0.6550108,6
0.6553625,0.48005566,6
0.4357614,0.37438032,6
-0.52817196,3.939785,2
1.198738,0.74264264,5
1.0568087,0.41825894,5
2.1379561,0.36814013,7
0.58152354,2.665072,1
